Adres => Niepoprawny adres IPv4! 
10.16.205.1/32 => Duplikacja prefix w pliku 
10.16.205.1/32 => Duplikacja prefix w pliku 
10.16.205.1/32 => Duplikacja prefix w pliku 
10.16.205.1/32 => Duplikacja prefix w pliku 
10.16.205.2/32 => Duplikacja prefix w pliku 
10.16.205.2/32 => Duplikacja prefix w pliku 
10.16.205.2/32 => Duplikacja prefix w pliku 
10.16.205.2/32 => Duplikacja prefix w pliku 
10.16.205.2/32 => Duplikacja prefix w pliku 
10.16.205.3/32 => Duplikacja prefix w pliku 
10.16.205.3/32 => Duplikacja prefix w pliku 
10.16.205.3/32 => Duplikacja prefix w pliku 
10.16.205.3/32 => Duplikacja prefix w pliku 
10.16.205.3/32 => Duplikacja prefix w pliku 
10.16.205.4/32 => Duplikacja prefix w pliku 
10.16.205.4/32 => Duplikacja prefix w pliku 
10.16.205.4/32 => Duplikacja prefix w pliku 
10.16.205.4/32 => Duplikacja prefix w pliku 
10.16.205.4/32 => Duplikacja prefix w pliku 
10.16.205.5/32 => Duplikacja prefix w pliku 
10.16.205.5/32 => Duplikacja prefix w pliku 
10.16.205.5/32 => Duplikacja prefix w pliku 
10.16.205.5/32 => Duplikacja prefix w pliku 
10.16.205.5/32 => Duplikacja prefix w pliku 
10.16.205.8/32 => Duplikacja prefix w pliku 
10.16.205.8/32 => Duplikacja prefix w pliku 
10.16.205.8/32 => Duplikacja prefix w pliku 
10.16.205.8/32 => Duplikacja prefix w pliku 
10.16.205.8/32 => Duplikacja prefix w pliku 
10.16.205.9/32 => Duplikacja prefix w pliku 
10.16.205.9/32 => Duplikacja prefix w pliku 
10.16.205.9/32 => Duplikacja prefix w pliku 
10.16.205.9/32 => Duplikacja prefix w pliku 
10.16.205.9/32 => Duplikacja prefix w pliku 
10.16.205.11/32 => Duplikacja prefix w pliku 
10.16.205.11/32 => Duplikacja prefix w pliku 
10.16.205.11/32 => Duplikacja prefix w pliku 
10.16.205.11/32 => Duplikacja prefix w pliku 
10.16.205.11/32 => Duplikacja prefix w pliku 
10.16.205.12/32 => Duplikacja prefix w pliku 
10.16.205.12/32 => Duplikacja prefix w pliku 
10.16.205.12/32 => Duplikacja prefix w pliku 
10.16.205.12/32 => Duplikacja prefix w pliku 
10.16.205.12/32 => Duplikacja prefix w pliku 
10.16.205.13/32 => Duplikacja prefix w pliku 
10.16.205.13/32 => Duplikacja prefix w pliku 
10.16.205.13/32 => Duplikacja prefix w pliku 
10.16.205.13/32 => Duplikacja prefix w pliku 
10.16.205.13/32 => Duplikacja prefix w pliku 
10.16.205.14/32 => Duplikacja prefix w pliku 
10.16.205.14/32 => Duplikacja prefix w pliku 
10.16.205.14/32 => Duplikacja prefix w pliku 
10.16.205.14/32 => Duplikacja prefix w pliku 
10.16.205.14/32 => Duplikacja prefix w pliku 
10.16.205.34/32 => Duplikacja prefix w pliku 
10.16.205.34/32 => Duplikacja prefix w pliku 
10.16.205.34/32 => Duplikacja prefix w pliku 
10.16.205.34/32 => Duplikacja prefix w pliku 
10.16.205.34/32 => Duplikacja prefix w pliku 
10.16.205.65/32 => Duplikacja prefix w pliku 
10.16.205.65/32 => Duplikacja prefix w pliku 
10.16.205.65/32 => Duplikacja prefix w pliku 
10.16.205.65/32 => Duplikacja prefix w pliku 
10.16.205.65/32 => Duplikacja prefix w pliku 
10.16.205.66/32 => Duplikacja prefix w pliku 
10.16.205.66/32 => Duplikacja prefix w pliku 
10.16.205.66/32 => Duplikacja prefix w pliku 
10.16.205.66/32 => Duplikacja prefix w pliku 
10.16.205.66/32 => Duplikacja prefix w pliku 
10.16.205.67/32 => Duplikacja prefix w pliku 
10.16.205.67/32 => Duplikacja prefix w pliku 
10.16.205.67/32 => Duplikacja prefix w pliku 
10.16.205.67/32 => Duplikacja prefix w pliku 
10.16.205.67/32 => Duplikacja prefix w pliku 
10.16.205.68/32 => Duplikacja prefix w pliku 
10.16.205.68/32 => Duplikacja prefix w pliku 
10.16.205.68/32 => Duplikacja prefix w pliku 
10.16.205.68/32 => Duplikacja prefix w pliku 
10.16.205.68/32 => Duplikacja prefix w pliku 
10.16.205.69/32 => Duplikacja prefix w pliku 
10.16.205.69/32 => Duplikacja prefix w pliku 
10.16.205.69/32 => Duplikacja prefix w pliku 
10.16.205.69/32 => Duplikacja prefix w pliku 
10.16.205.69/32 => Duplikacja prefix w pliku 
10.16.205.71/32 => Duplikacja prefix w pliku 
10.16.205.71/32 => Duplikacja prefix w pliku 
10.16.205.71/32 => Duplikacja prefix w pliku 
10.16.205.71/32 => Duplikacja prefix w pliku 
10.16.205.71/32 => Duplikacja prefix w pliku 
10.16.205.72/32 => Duplikacja prefix w pliku 
10.16.205.72/32 => Duplikacja prefix w pliku 
10.16.205.72/32 => Duplikacja prefix w pliku 
10.16.205.72/32 => Duplikacja prefix w pliku 
10.16.205.72/32 => Duplikacja prefix w pliku 
10.16.205.73/32 => Duplikacja prefix w pliku 
10.16.205.73/32 => Duplikacja prefix w pliku 
10.16.205.73/32 => Duplikacja prefix w pliku 
10.16.205.73/32 => Duplikacja prefix w pliku 
10.16.205.73/32 => Duplikacja prefix w pliku 
10.16.205.74/32 => Duplikacja prefix w pliku 
10.16.205.74/32 => Duplikacja prefix w pliku 
10.16.205.74/32 => Duplikacja prefix w pliku 
10.16.205.74/32 => Duplikacja prefix w pliku 
10.16.205.74/32 => Duplikacja prefix w pliku 
10.16.205.75/32 => Duplikacja prefix w pliku 
10.16.205.75/32 => Duplikacja prefix w pliku 
10.16.205.75/32 => Duplikacja prefix w pliku 
10.16.205.75/32 => Duplikacja prefix w pliku 
10.16.205.75/32 => Duplikacja prefix w pliku 
10.16.205.76/32 => Duplikacja prefix w pliku 
10.16.205.76/32 => Duplikacja prefix w pliku 
10.16.205.76/32 => Duplikacja prefix w pliku 
10.16.205.76/32 => Duplikacja prefix w pliku 
10.16.205.76/32 => Duplikacja prefix w pliku 
10.16.205.77/32 => Duplikacja prefix w pliku 
10.16.205.77/32 => Duplikacja prefix w pliku 
10.16.205.77/32 => Duplikacja prefix w pliku 
10.16.205.77/32 => Duplikacja prefix w pliku 
10.16.205.77/32 => Duplikacja prefix w pliku 
10.16.205.78/32 => Duplikacja prefix w pliku 
10.16.205.78/32 => Duplikacja prefix w pliku 
10.16.205.78/32 => Duplikacja prefix w pliku 
10.16.205.78/32 => Duplikacja prefix w pliku 
10.16.205.78/32 => Duplikacja prefix w pliku 
10.16.205.129/32 => Duplikacja prefix w pliku 
10.16.205.129/32 => Duplikacja prefix w pliku 
10.16.205.129/32 => Duplikacja prefix w pliku 
10.16.205.129/32 => Duplikacja prefix w pliku 
10.16.205.129/32 => Duplikacja prefix w pliku 
10.16.205.130/32 => Duplikacja prefix w pliku 
10.16.205.130/32 => Duplikacja prefix w pliku 
10.16.205.130/32 => Duplikacja prefix w pliku 
10.16.205.130/32 => Duplikacja prefix w pliku 
10.16.205.130/32 => Duplikacja prefix w pliku 
10.16.205.133/32 => Duplikacja prefix w pliku 
10.16.205.133/32 => Duplikacja prefix w pliku 
10.16.205.133/32 => Duplikacja prefix w pliku 
10.16.205.133/32 => Duplikacja prefix w pliku 
10.16.205.133/32 => Duplikacja prefix w pliku 
10.16.205.134/32 => Duplikacja prefix w pliku 
10.16.205.134/32 => Duplikacja prefix w pliku 
10.16.205.134/32 => Duplikacja prefix w pliku 
10.16.205.134/32 => Duplikacja prefix w pliku 
10.16.205.134/32 => Duplikacja prefix w pliku 
10.16.205.145/32 => Duplikacja prefix w pliku 
10.16.205.145/32 => Duplikacja prefix w pliku 
10.16.205.145/32 => Duplikacja prefix w pliku 
10.16.205.145/32 => Duplikacja prefix w pliku 
10.16.205.145/32 => Duplikacja prefix w pliku 
10.16.205.146/32 => Duplikacja prefix w pliku 
10.16.205.146/32 => Duplikacja prefix w pliku 
10.16.205.146/32 => Duplikacja prefix w pliku 
10.16.205.146/32 => Duplikacja prefix w pliku 
10.16.205.146/32 => Duplikacja prefix w pliku 
10.16.205.161/32 => Duplikacja prefix w pliku 
10.16.205.161/32 => Duplikacja prefix w pliku 
10.16.205.161/32 => Duplikacja prefix w pliku 
10.16.205.161/32 => Duplikacja prefix w pliku 
10.16.205.161/32 => Duplikacja prefix w pliku 
10.16.205.162/32 => Duplikacja prefix w pliku 
10.16.205.162/32 => Duplikacja prefix w pliku 
10.16.205.162/32 => Duplikacja prefix w pliku 
10.16.205.162/32 => Duplikacja prefix w pliku 
10.16.205.162/32 => Duplikacja prefix w pliku 
10.16.205.163/32 => Duplikacja prefix w pliku 
10.16.205.163/32 => Duplikacja prefix w pliku 
10.16.205.163/32 => Duplikacja prefix w pliku 
10.16.205.163/32 => Duplikacja prefix w pliku 
10.16.205.163/32 => Duplikacja prefix w pliku 
10.16.205.164/32 => Duplikacja prefix w pliku 
10.16.205.164/32 => Duplikacja prefix w pliku 
10.16.205.164/32 => Duplikacja prefix w pliku 
10.16.205.164/32 => Duplikacja prefix w pliku 
10.16.205.164/32 => Duplikacja prefix w pliku 
10.16.205.165/32 => Duplikacja prefix w pliku 
10.16.205.165/32 => Duplikacja prefix w pliku 
10.16.205.165/32 => Duplikacja prefix w pliku 
10.16.205.165/32 => Duplikacja prefix w pliku 
10.16.205.165/32 => Duplikacja prefix w pliku 
10.16.205.166/32 => Duplikacja prefix w pliku 
10.16.205.166/32 => Duplikacja prefix w pliku 
10.16.205.166/32 => Duplikacja prefix w pliku 
10.16.205.166/32 => Duplikacja prefix w pliku 
10.16.205.166/32 => Duplikacja prefix w pliku 
10.16.205.189/32 => Duplikacja prefix w pliku 
10.16.205.189/32 => Duplikacja prefix w pliku 
10.16.205.189/32 => Duplikacja prefix w pliku 
10.16.205.189/32 => Duplikacja prefix w pliku 
10.16.205.189/32 => Duplikacja prefix w pliku 
10.16.205.188/32 => Duplikacja prefix w pliku 
10.16.205.188/32 => Duplikacja prefix w pliku 
10.16.205.188/32 => Duplikacja prefix w pliku 
10.16.205.188/32 => Duplikacja prefix w pliku 
10.16.205.188/32 => Duplikacja prefix w pliku 
10.16.206.57/32 => Duplikacja prefix w pliku 
10.16.206.57/32 => Duplikacja prefix w pliku 
10.16.206.57/32 => Duplikacja prefix w pliku 
10.16.206.57/32 => Duplikacja prefix w pliku 
10.16.206.57/32 => Duplikacja prefix w pliku 
10.16.206.62/32 => Duplikacja prefix w pliku 
10.16.206.62/32 => Duplikacja prefix w pliku 
10.16.206.62/32 => Duplikacja prefix w pliku 
10.16.206.62/32 => Duplikacja prefix w pliku 
10.16.206.62/32 => Duplikacja prefix w pliku 
10.16.206.61/32 => Duplikacja prefix w pliku 
10.16.206.61/32 => Duplikacja prefix w pliku 
10.16.206.61/32 => Duplikacja prefix w pliku 
10.16.206.61/32 => Duplikacja prefix w pliku 
10.16.206.61/32 => Duplikacja prefix w pliku 
10.16.206.60/32 => Duplikacja prefix w pliku 
10.16.206.60/32 => Duplikacja prefix w pliku 
10.16.206.60/32 => Duplikacja prefix w pliku 
10.16.206.60/32 => Duplikacja prefix w pliku 
10.16.206.60/32 => Duplikacja prefix w pliku 
10.16.206.76/32 => Duplikacja prefix w pliku 
10.16.206.76/32 => Duplikacja prefix w pliku 
10.16.206.76/32 => Duplikacja prefix w pliku 
10.16.206.76/32 => Duplikacja prefix w pliku 
10.16.206.76/32 => Duplikacja prefix w pliku 
10.16.206.74/32 => Duplikacja prefix w pliku 
10.16.206.74/32 => Duplikacja prefix w pliku 
10.16.206.74/32 => Duplikacja prefix w pliku 
10.16.206.74/32 => Duplikacja prefix w pliku 
10.16.206.74/32 => Duplikacja prefix w pliku 
10.16.206.98/32 => Duplikacja prefix w pliku 
10.16.206.98/32 => Duplikacja prefix w pliku 
10.16.206.98/32 => Duplikacja prefix w pliku 
10.16.206.98/32 => Duplikacja prefix w pliku 
10.16.206.98/32 => Duplikacja prefix w pliku 
10.16.206.99/32 => Duplikacja prefix w pliku 
10.16.206.99/32 => Duplikacja prefix w pliku 
10.16.206.99/32 => Duplikacja prefix w pliku 
10.16.206.99/32 => Duplikacja prefix w pliku 
10.16.206.99/32 => Duplikacja prefix w pliku 
10.16.206.126/32 => Duplikacja prefix w pliku 
10.16.206.126/32 => Duplikacja prefix w pliku 
10.16.206.126/32 => Duplikacja prefix w pliku 
10.16.206.126/32 => Duplikacja prefix w pliku 
10.16.206.126/32 => Duplikacja prefix w pliku 
10.16.206.129/32 => Duplikacja prefix w pliku 
10.16.206.129/32 => Duplikacja prefix w pliku 
10.16.206.129/32 => Duplikacja prefix w pliku 
10.16.206.129/32 => Duplikacja prefix w pliku 
10.16.206.129/32 => Duplikacja prefix w pliku 
10.16.206.165/32 => Duplikacja prefix w pliku 
10.16.206.165/32 => Duplikacja prefix w pliku 
10.16.206.165/32 => Duplikacja prefix w pliku 
10.16.206.165/32 => Duplikacja prefix w pliku 
10.16.206.165/32 => Duplikacja prefix w pliku 
10.16.206.201/32 => Duplikacja prefix w pliku 
10.16.206.201/32 => Duplikacja prefix w pliku 
10.16.206.201/32 => Duplikacja prefix w pliku 
10.16.206.201/32 => Duplikacja prefix w pliku 
10.16.206.201/32 => Duplikacja prefix w pliku 
10.16.206.252/32 => Duplikacja prefix w pliku 
10.16.206.252/32 => Duplikacja prefix w pliku 
10.16.206.252/32 => Duplikacja prefix w pliku 
10.16.206.252/32 => Duplikacja prefix w pliku 
10.16.206.252/32 => Duplikacja prefix w pliku 
10.16.206.254/32 => Duplikacja prefix w pliku 
10.16.206.254/32 => Duplikacja prefix w pliku 
10.16.206.254/32 => Duplikacja prefix w pliku 
10.16.206.254/32 => Duplikacja prefix w pliku 
10.16.206.254/32 => Duplikacja prefix w pliku 
10.16.207.2/32 => Duplikacja prefix w pliku 
10.16.207.2/32 => Duplikacja prefix w pliku 
10.16.207.2/32 => Duplikacja prefix w pliku 
10.16.207.2/32 => Duplikacja prefix w pliku 
10.16.207.2/32 => Duplikacja prefix w pliku 
10.16.207.3/32 => Duplikacja prefix w pliku 
10.16.207.3/32 => Duplikacja prefix w pliku 
10.16.207.3/32 => Duplikacja prefix w pliku 
10.16.207.3/32 => Duplikacja prefix w pliku 
10.16.207.3/32 => Duplikacja prefix w pliku 
10.16.207.1/32 => Duplikacja prefix w pliku 
10.16.207.1/32 => Duplikacja prefix w pliku 
10.16.207.1/32 => Duplikacja prefix w pliku 
10.16.207.1/32 => Duplikacja prefix w pliku 
10.16.207.1/32 => Duplikacja prefix w pliku 
10.16.207.97/32 => Duplikacja prefix w pliku 
10.16.207.97/32 => Duplikacja prefix w pliku 
10.16.207.97/32 => Duplikacja prefix w pliku 
10.16.207.97/32 => Duplikacja prefix w pliku 
10.16.207.97/32 => Duplikacja prefix w pliku 
10.16.207.98/32 => Duplikacja prefix w pliku 
10.16.207.98/32 => Duplikacja prefix w pliku 
10.16.207.98/32 => Duplikacja prefix w pliku 
10.16.207.98/32 => Duplikacja prefix w pliku 
10.16.207.98/32 => Duplikacja prefix w pliku 
10.16.205.137/32 => Duplikacja prefix w pliku 
10.16.205.137/32 => Duplikacja prefix w pliku 
10.16.205.137/32 => Duplikacja prefix w pliku 
10.16.205.137/32 => Duplikacja prefix w pliku 
10.16.205.137/32 => Duplikacja prefix w pliku 
10.16.205.138/32 => Duplikacja prefix w pliku 
10.16.205.138/32 => Duplikacja prefix w pliku 
10.16.205.138/32 => Duplikacja prefix w pliku 
10.16.205.138/32 => Duplikacja prefix w pliku 
10.16.205.138/32 => Duplikacja prefix w pliku 
10.16.212.39/32 => Duplikacja prefix w pliku 
10.16.212.39/32 => Duplikacja prefix w pliku 
10.16.212.39/32 => Duplikacja prefix w pliku 
10.16.212.39/32 => Duplikacja prefix w pliku 
10.16.212.39/32 => Duplikacja prefix w pliku 
10.16.212.40/32 => Duplikacja prefix w pliku 
10.16.212.40/32 => Duplikacja prefix w pliku 
10.16.212.40/32 => Duplikacja prefix w pliku 
10.16.212.40/32 => Duplikacja prefix w pliku 
10.16.212.40/32 => Duplikacja prefix w pliku 
10.16.212.44/32 => Duplikacja prefix w pliku 
10.16.212.44/32 => Duplikacja prefix w pliku 
10.16.212.44/32 => Duplikacja prefix w pliku 
10.16.212.44/32 => Duplikacja prefix w pliku 
10.16.212.44/32 => Duplikacja prefix w pliku 
10.16.212.41/32 => Duplikacja prefix w pliku 
10.16.212.41/32 => Duplikacja prefix w pliku 
10.16.212.41/32 => Duplikacja prefix w pliku 
10.16.212.41/32 => Duplikacja prefix w pliku 
10.16.212.41/32 => Duplikacja prefix w pliku 
10.16.212.45/32 => Duplikacja prefix w pliku 
10.16.212.45/32 => Duplikacja prefix w pliku 
10.16.212.45/32 => Duplikacja prefix w pliku 
10.16.212.45/32 => Duplikacja prefix w pliku 
10.16.212.45/32 => Duplikacja prefix w pliku 
10.16.212.46/32 => Duplikacja prefix w pliku 
10.16.212.46/32 => Duplikacja prefix w pliku 
10.16.212.46/32 => Duplikacja prefix w pliku 
10.16.212.46/32 => Duplikacja prefix w pliku 
10.16.212.46/32 => Duplikacja prefix w pliku 
10.16.212.52/32 => Duplikacja prefix w pliku 
10.16.212.52/32 => Duplikacja prefix w pliku 
10.16.212.52/32 => Duplikacja prefix w pliku 
10.16.212.52/32 => Duplikacja prefix w pliku 
10.16.212.52/32 => Duplikacja prefix w pliku 
10.16.212.53/32 => Duplikacja prefix w pliku 
10.16.212.53/32 => Duplikacja prefix w pliku 
10.16.212.53/32 => Duplikacja prefix w pliku 
10.16.212.53/32 => Duplikacja prefix w pliku 
10.16.212.53/32 => Duplikacja prefix w pliku 
10.16.212.57/32 => Duplikacja prefix w pliku 
10.16.212.57/32 => Duplikacja prefix w pliku 
10.16.212.57/32 => Duplikacja prefix w pliku 
10.16.212.57/32 => Duplikacja prefix w pliku 
10.16.212.57/32 => Duplikacja prefix w pliku 
10.16.212.58/32 => Duplikacja prefix w pliku 
10.16.212.58/32 => Duplikacja prefix w pliku 
10.16.212.58/32 => Duplikacja prefix w pliku 
10.16.212.58/32 => Duplikacja prefix w pliku 
10.16.212.58/32 => Duplikacja prefix w pliku 
10.16.212.74/32 => Duplikacja prefix w pliku 
10.16.212.74/32 => Duplikacja prefix w pliku 
10.16.212.74/32 => Duplikacja prefix w pliku 
10.16.212.74/32 => Duplikacja prefix w pliku 
10.16.212.74/32 => Duplikacja prefix w pliku 
10.16.212.75/32 => Duplikacja prefix w pliku 
10.16.212.75/32 => Duplikacja prefix w pliku 
10.16.212.75/32 => Duplikacja prefix w pliku 
10.16.212.75/32 => Duplikacja prefix w pliku 
10.16.212.75/32 => Duplikacja prefix w pliku 
10.16.212.76/32 => Duplikacja prefix w pliku 
10.16.212.76/32 => Duplikacja prefix w pliku 
10.16.212.76/32 => Duplikacja prefix w pliku 
10.16.212.76/32 => Duplikacja prefix w pliku 
10.16.212.76/32 => Duplikacja prefix w pliku 
10.16.212.77/32 => Duplikacja prefix w pliku 
10.16.212.77/32 => Duplikacja prefix w pliku 
10.16.212.77/32 => Duplikacja prefix w pliku 
10.16.212.77/32 => Duplikacja prefix w pliku 
10.16.212.77/32 => Duplikacja prefix w pliku 
10.16.212.78/32 => Duplikacja prefix w pliku 
10.16.212.78/32 => Duplikacja prefix w pliku 
10.16.212.78/32 => Duplikacja prefix w pliku 
10.16.212.78/32 => Duplikacja prefix w pliku 
10.16.212.78/32 => Duplikacja prefix w pliku 
10.16.212.129/32 => Duplikacja prefix w pliku 
10.16.212.129/32 => Duplikacja prefix w pliku 
10.16.212.129/32 => Duplikacja prefix w pliku 
10.16.212.129/32 => Duplikacja prefix w pliku 
10.16.212.129/32 => Duplikacja prefix w pliku 
10.16.212.130/32 => Duplikacja prefix w pliku 
10.16.212.130/32 => Duplikacja prefix w pliku 
10.16.212.130/32 => Duplikacja prefix w pliku 
10.16.212.130/32 => Duplikacja prefix w pliku 
10.16.212.130/32 => Duplikacja prefix w pliku 
10.16.212.131/32 => Duplikacja prefix w pliku 
10.16.212.131/32 => Duplikacja prefix w pliku 
10.16.212.131/32 => Duplikacja prefix w pliku 
10.16.212.131/32 => Duplikacja prefix w pliku 
10.16.212.131/32 => Duplikacja prefix w pliku 
10.16.212.138/32 => Duplikacja prefix w pliku 
10.16.212.138/32 => Duplikacja prefix w pliku 
10.16.212.138/32 => Duplikacja prefix w pliku 
10.16.212.138/32 => Duplikacja prefix w pliku 
10.16.212.138/32 => Duplikacja prefix w pliku 
10.16.212.139/32 => Duplikacja prefix w pliku 
10.16.212.139/32 => Duplikacja prefix w pliku 
10.16.212.139/32 => Duplikacja prefix w pliku 
10.16.212.139/32 => Duplikacja prefix w pliku 
10.16.212.139/32 => Duplikacja prefix w pliku 
10.16.212.140/32 => Duplikacja prefix w pliku 
10.16.212.140/32 => Duplikacja prefix w pliku 
10.16.212.140/32 => Duplikacja prefix w pliku 
10.16.212.140/32 => Duplikacja prefix w pliku 
10.16.212.140/32 => Duplikacja prefix w pliku 
10.16.212.165/32 => Duplikacja prefix w pliku 
10.16.212.165/32 => Duplikacja prefix w pliku 
10.16.212.165/32 => Duplikacja prefix w pliku 
10.16.212.165/32 => Duplikacja prefix w pliku 
10.16.212.165/32 => Duplikacja prefix w pliku 
10.16.212.166/32 => Duplikacja prefix w pliku 
10.16.212.166/32 => Duplikacja prefix w pliku 
10.16.212.166/32 => Duplikacja prefix w pliku 
10.16.212.166/32 => Duplikacja prefix w pliku 
10.16.212.166/32 => Duplikacja prefix w pliku 
10.16.212.167/32 => Duplikacja prefix w pliku 
10.16.212.167/32 => Duplikacja prefix w pliku 
10.16.212.167/32 => Duplikacja prefix w pliku 
10.16.212.167/32 => Duplikacja prefix w pliku 
10.16.212.167/32 => Duplikacja prefix w pliku 
10.16.212.174/32 => Duplikacja prefix w pliku 
10.16.212.174/32 => Duplikacja prefix w pliku 
10.16.212.174/32 => Duplikacja prefix w pliku 
10.16.212.174/32 => Duplikacja prefix w pliku 
10.16.212.174/32 => Duplikacja prefix w pliku 
10.16.212.175/32 => Duplikacja prefix w pliku 
10.16.212.175/32 => Duplikacja prefix w pliku 
10.16.212.175/32 => Duplikacja prefix w pliku 
10.16.212.175/32 => Duplikacja prefix w pliku 
10.16.212.175/32 => Duplikacja prefix w pliku 
10.16.212.176/32 => Duplikacja prefix w pliku 
10.16.212.176/32 => Duplikacja prefix w pliku 
10.16.212.176/32 => Duplikacja prefix w pliku 
10.16.212.176/32 => Duplikacja prefix w pliku 
